0	0	-13.4661
0	10.7666	-13.4297
0	21.5332	-13.32
0	32.2998	-13.1356
0	43.0664	-12.8742
0	53.833	-12.5329
0	64.5996	-12.1102
0	75.3662	-11.6085
0	86.1328	-11.0436
0	96.8994	-10.4741
0	107.666	-10.1142
0	118.433	-10.9788
0	129.199	-27.7029
0	139.966	11.6433
0	150.732	28.9062
0	161.499	29.0517
0	172.266	12.6357
0	183.032	-17.6251
0	193.799	-14.7635
0	204.565	-13.4493
0	215.332	-14.04
0	226.099	-15.0016
0	236.865	-16.0276
0	247.632	-17.0308
0	258.398	-17.9844
0	269.165	-18.8818
0	279.932	-19.7236
0	290.698	-20.5128
0	301.465	-21.2534
0	312.231	-21.9492
0	322.998	-22.6039
0	333.765	-23.2207
0	344.531	-23.8026
0	355.298	-24.3521
0	366.064	-24.8716
0	376.831	-25.3629
0	387.598	-25.8279
0	398.364	-26.2682
0	409.131	-26.685
0	419.897	-27.0795
0	430.664	-27.4529
0	441.431	-27.8061
0	452.197	-28.1399
0	462.964	-28.4552
0	473.73	-28.7524
0	484.497	-29.0323
0	495.264	-29.2954
0	506.03	-29.5422
0	516.797	-29.773
0	527.563	-29.9883
0	538.33	-30.1884
0	549.097	-30.3735
0	559.863	-30.5441
0	570.63	-30.7002
0	581.396	-30.8421
0	592.163	-30.97
0	602.93	-31.084
0	613.696	-31.1844
0	624.463	-31.2711
0	635.229	-31.3443
0	645.996	-31.4041
0	656.763	-31.4505
0	667.529	-31.4837
0	678.296	-31.5035
0	689.062	-31.5101
0	699.829	-31.5035
0	710.596	-31.4837
0	721.362	-31.4505
0	732.129	-31.4041
0	742.896	-31.3443
0	753.662	-31.2711
0	764.429	-31.1844
0	775.195	-31.084
0	785.962	-30.97
0	796.729	-30.8421
0	807.495	-30.7002
0	818.262	-30.5441
0	829.028	-30.3735
0	839.795	-30.1884
0	850.562	-29.9883
0	861.328	-29.773
0	872.095	-29.5422
0	882.861	-29.2954
0	893.628	-29.0323
0	904.395	-28.7524
