0	0	-46.7008
0	10.7666	-6.92159
0	21.5332	24.8106
0	32.2998	30.6602
0	43.0664	21.7164
0	53.833	-22.5563
0	64.5996	-18.6036
0	75.3662	-17.9519
0	86.1328	-18.636
0	96.8994	-19.5175
0	107.666	-20.3915
0	118.433	-21.2112
0	129.199	-21.9683
0	139.966	-22.6657
0	150.732	-23.309
0	161.499	-23.9042
0	172.266	-24.4565
0	183.032	-24.9709
0	193.799	-25.4513
0	204.565	-25.9013
0	215.332	-26.3238
0	226.099	-26.7213
0	236.865	-27.0961
0	247.632	-27.4501
0	258.398	-27.7849
0	269.165	-28.102
0	279.932	-28.4026
0	290.698	-28.6879
0	301.465	-28.9588
0	312.231	-29.2163
0	322.998	-29.4612
0	333.765	-29.6941
0	344.531	-29.9156
0	355.298	-30.1265
0	366.064	-30.3271
0	376.831	-30.5179
0	387.598	-30.6995
0	398.364	-30.8721
0	409.131	-31.0361
0	419.897	-31.1918
0	430.664	-31.3396
0	441.431	-31.4797
0	452.197	-31.6123
0	462.964	-31.7378
0	473.73	-31.8562
0	484.497	-31.9678
0	495.264	-32.0728
0	506.03	-32.1713
0	516.797	-32.2634
0	527.563	-32.3494
0	538.33	-32.4293
0	549.097	-32.5032
0	559.863	-32.5713
0	570.63	-32.6336
0	581.396	-32.6902
0	592.163	-32.7412
0	602.93	-32.7867
0	613.696	-32.8267
0	624.463	-32.8612
0	635.229	-32.8904
0	645.996	-32.9142
0	656.763	-32.9327
0	667.529	-32.9459
0	678.296	-32.9538
0	689.062	-32.9565
0	699.829	-32.9538
0	710.596	-32.9459
0	721.362	-32.9327
0	732.129	-32.9142
0	742.896	-32.8904
0	753.662	-32.8612
0	764.429	-32.8267
0	775.195	-32.7867
0	785.962	-32.7412
0	796.729	-32.6902
0	807.495	-32.6336
0	818.262	-32.5713
0	829.028	-32.5032
0	839.795	-32.4293
0	850.562	-32.3494
0	861.328	-32.2634
0	872.095	-32.1713
0	882.861	-32.0728
0	893.628	-31.9678
0	904.395	-31.8562
0	915.161	-31.7378
0	925.928	-31.6123
0	936.694	-31.4797
0	947.461	-31.3396
0	958.228	-31.1918
0	968.994	-31.0361
0	979.761	-30.8721
0	990.527	-30.6995
0	1001.29	-30.5179
0	1012.06	-30.3271
0	1022.83	-30.1265
0	1033.59	-29.9156
0	1044.36	-29.6941
0	1055.13	-29.4612
0	1065.89	-29.2163
0	1076.66	-28.9588
0	1087.43	-28.6879
0	1098.19	-28.4026
0	1108.96	-28.102
0	1119.73	-27.7849
0	1130.49	-27.4501
0	1141.26	-27.0961
0	1152.03	-26.7213
0	1162.79	-26.3238
0	1173.56	-25.9013
0	1184.33	-25.4513
0	1195.09	-24.9709
0	1205.86	-24.4565
0	1216.63	-23.9042
0	1227.39	-23.309
0	1238.16	-22.6657
0	1248.93	-21.9683
0	1259.69	-21.2112
0	1270.46	-20.3915
0	1281.23	-19.5175
0	1291.99	-18.636
0	1302.76	-17.9519
0	1313.53	-18.6036
0	1324.29	-22.5563
0	1335.06	21.7164
0	1345.83	30.6602
0	1356.59	24.8106
0	1367.36	-6.92159
1.45125	0	-42.0216
1.45125	10.7666	-7.49699
1.45125	21.5332	24.8278
1.45125	32.2998	30.6518
1.45125	43.0664	21.7382
1.45125	53.833	-19.4468
1.45125	64.5996	-20.0731
1.45125	75.3662	-19.295
1.45125	86.1328	-19.9802
1.45125	96.8994	-20.8864
1.45125	107.666	-21.7876
1.45125	118.433	-22.632
1.45125	129.199	-23.4104
1.45125	139.966	-24.1259
1.45125	150.732	-24.7844
1.45125	161.499	-25.3923
1.45125	172.266	-25.9555
1.45125	183.032	-26.4792
1.45125	193.799	-26.9675
1.45125	204.565	-27.4243
1.45125	215.332	-27.8527
1.45125	226.099	-28.2554
1.45125	236.865	-28.6347
1.45125	247.632	-28.9926
1.45125	258.398	-29.3309
1.45125	269.165	-29.6511
1.45125	279.932	-29.9545
1.45125	290.698	-30.2423
1.45125	301.465	-30.5155
1.45125	312.231	-30.775
1.45125	322.998	-31.0216
1.45125	333.765	-31.2562
1.45125	344.531	-31.4792
1.45125	355.298	-31.6914
1.45125	366.064	-31.8932
1.45125	376.831	-32.0852
1.45125	387.598	-32.2678
1.45125	398.364	-32.4413
1.45125	409.131	-32.6062
