0	-1.27318
21.5332	-1.24489
43.0664	-1.16013
64.5996	-1.01919
86.1328	-0.822477
107.666	-0.570477
129.199	-0.263616
150.732	0.0978485
172.266	0.513939
193.799	0.985079
215.332	1.51219
236.865	2.09674
258.398	2.74071
279.932	3.44633
301.465	4.21539
322.998	5.04725
344.531	5.93372
366.064	6.84431
387.598	7.67757
409.131	8.05478
430.664	5.78234
452.197	11.0167
473.73	43.3464
495.264	54.5146
516.797	50.4815
538.33	23.7791
559.863	-0.17647
581.396	8.24452
602.93	8.47992
624.463	7.81919
645.996	6.98228
667.529	6.13747
689.062	5.33251
710.596	4.57984
732.129	3.88012
753.662	3.22998
775.195	2.62496
796.729	2.06047
818.262	1.53228
839.795	1.03657
861.328	0.569992
882.861	0.129614
904.395	-0.28713
925.928	-0.682481
947.461	-1.0584
968.994	-1.41661
990.527	-1.75864
1012.06	-2.08581
1033.59	-2.39933
1055.13	-2.70026
1076.66	-2.98953
1098.19	-3.26801
1119.73	-3.53644
1141.26	-3.79553
1162.79	-4.04589
1184.33	-4.28808
1205.86	-4.52262
1227.39	-4.74998
1248.93	-4.97059
1270.46	-5.18482
1291.99	-5.39305
1313.53	-5.59561
1335.06	-5.79279
1356.59	-5.98488
1378.12	-6.17215
1399.66	-6.35481
1421.19	-6.53312
1442.72	-6.70726
1464.26	-6.87744
1485.79	-7.04383
1507.32	-7.2066
1528.86	-7.36592
1550.39	-7.52193
1571.92	-7.67476
1593.46	-7.82455
1614.99	-7.97141
1636.52	-8.11548
1658.06	-8.25684
1679.59	-8.39561
1701.12	-8.53188
1722.66	-8.66575
1744.19	-8.79729
1765.72	-8.92659
1787.26	-9.05373
1808.79	-9.17878
1830.32	-9.30182
1851.86	-9.4229
1873.39	-9.54209
1894.92	-9.65945
1916.46	-9.77504
1937.99	-9.88891
1959.52	-10.0011
1981.05	-10.1117
2002.59	-10.2207
2024.12	-10.3282
2045.65	-10.4342
2067.19	-10.5388
2088.72	-10.642
2110.25	-10.7438
2131.79	-10.8443
2153.32	-10.9435
2174.85	-11.0415
2196.39	-11.1382
2217.92	-11.2337
2239.45	-11.3281
2260.99	-11.4214
2282.52	-11.5135
2304.05	-11.6046
2325.59	-11.6946
2347.12	-11.7835
2368.65	-11.8715
2390.19	-11.9585
2411.72	-12.0445
2433.25	-12.1296
2454.79	-12.2138
2476.32	-12.2971
2497.85	-12.3795
2519.38	-12.461
2540.92	-12.5417
2562.45	-12.6216
2583.98	-12.7006
2605.52	-12.7789
2627.05	-12.8564
2648.58	-12.9331
2670.12	-13.0091
2691.65	-13.0844
2713.18	-13.159
2734.72	-13.2328
2756.25	-13.306
2777.78	-13.3785
2799.32	-13.4503
2820.85	-13.5215
2842.38	-13.592
2863.92	-13.6619
2885.45	-13.7312
2906.98	-13.7999
2928.52	-13.868
2950.05	-13.9355
2971.58	-14.0024
2993.12	-14.0688
3014.65	-14.1346
3036.18	-14.1999
3057.71	-14.2646
3079.25	-14.3288
3100.78	-14.3924
3122.31	-14.4556
3143.85	-14.5183
3165.38	-14.5804
