0.000000,0.000000
0.001953,0.353842
0.003906,0.695526
0.005859,1.013353
0.007812,1.296521
0.009766,1.535532
0.011719,1.722539
0.013672,1.851636
0.015625,1.919064
0.017578,1.923337
0.019531,1.865272
0.021484,1.747932
0.023438,1.576485
0.025391,1.357974
0.027344,1.101023
0.029297,0.815479
0.031250,0.512016
0.033203,0.201707
0.035156,-0.104411
0.037109,-0.395764
0.039062,-0.662638
0.041016,-0.896540
0.042969,-1.090497
0.044922,-1.239293
0.046875,-1.339624
0.048828,-1.390173
0.050781,-1.391602
0.052734,-1.346462
0.054688,-1.259025
0.056641,-1.135047
0.058594,-0.981482
0.060547,-0.806137
0.062500,-0.617317
0.064453,-0.423445
0.066406,-0.232693
0.068359,-0.052634
0.070312,0.110074
0.072266,0.249952
0.074219,0.362897
0.076172,0.446328
0.078125,0.499238
0.080078,0.522187
0.082031,0.517214
0.083984,0.487684
0.085938,0.438071
0.087891,0.373697
0.089844,0.300435
0.091797,0.224382
0.093750,0.151537
0.095703,0.087477
0.097656,0.037068
0.099609,0.004205
0.101562,-0.008391
0.103516,0.000677
0.105469,0.031409
0.107422,0.082392
0.109375,0.150869
0.111328,0.232869
0.113281,0.323399
0.115234,0.416693
0.117188,0.506503
0.119141,0.586413
0.121094,0.650180
0.123047,0.692055
0.125000,0.707107
0.126953,0.691494
0.128906,0.642708
0.130859,0.559746
0.132812,0.443225
0.134766,0.295418
0.136719,0.120214
0.138672,-0.076991
0.140625,-0.289486
0.142578,-0.509493
0.144531,-0.728472
0.146484,-0.937475
0.148438,-1.127516
0.150391,-1.289963
0.152344,-1.416919
0.154297,-1.501584
0.156250,-1.538576
0.158203,-1.524205
0.160156,-1.456674
0.162109,-1.336212
0.164062,-1.165122
0.166016,-0.947742
0.167969,-0.690329
0.169922,-0.400851
0.171875,-0.088713
0.173828,0.235583
0.175781,0.560829
0.177734,0.875532
0.179688,1.168359
0.181641,1.428579
0.183594,1.646481
0.185547,1.813766
0.187500,1.923880
0.189453,1.972282
0.191406,1.956639
0.193359,1.876929
0.195312,1.735459
0.197266,1.536788
0.199219,1.287566
0.201172,0.996287
0.203125,0.672968
0.205078,0.328777
0.207031,-0.024394
0.208984,-0.374378
0.210938,-0.709193
0.212891,-1.017491
0.214844,-1.288982
0.216797,-1.514813
0.218750,-1.687892
0.220703,-1.803132
0.222656,-1.857623
0.224609,-1.850712
0.226562,-1.783993
0.228516,-1.661211
0.230469,-1.488083
0.232422,-1.272037
0.234375,-1.021897
0.236328,-0.747506
0.238281,-0.459329
0.240234,-0.168021
0.242188,0.115989
0.244141,0.382902
0.246094,0.623925
0.248047,0.831587
0.250000,1.000000
0.251953,1.125048
0.253906,1.204494
0.255859,1.238012
0.257812,1.227129
0.259766,1.175097
0.261719,1.086692
0.263672,0.967951
0.265625,0.825862
0.267578,0.668025
0.269531,0.502287
0.271484,0.336380
0.273438,0.177578
0.275391,0.032376
0.277344,-0.093781
0.279297,-0.196717
0.281250,-0.273678
0.283203,-0.323415
0.285156,-0.346188
0.287109,-0.343711
0.289062,-0.319012
0.291016,-0.276243
0.292969,-0.220428
0.294922,-0.157183
0.296875,-0.092399
0.298828,-0.031919
0.300781,0.018780
0.302734,0.054886
0.304688,0.072520
0.306641,0.068951
0.308594,0.042758
0.310547,-0.006071
0.312500,-0.076120
0.314453,-0.164587
0.316406,-0.267400
0.318359,-0.379400
0.320312,-0.494580
0.322266,-0.606370
0.324219,-0.707958
0.326172,-0.792622
0.328125,-0.854080
0.330078,-0.886812
0.332031,-0.886364
0.333984,-0.849607
0.335938,-0.774941
0.337891,-0.662433
0.339844,-0.513881
0.341797,-0.332807
0.343750,-0.124363
0.345703,0.104831
0.347656,0.346924
0.349609,0.593125
0.351562,0.834055
0.353516,1.060116
0.355469,1.261897
0.357422,1.430570
0.359375,1.558273
0.361328,1.638466
0.363281,1.666235
0.365234,1.638535
0.367188,1.554366
0.369141,1.414857
0.371094,1.223277
0.373047,0.984955
0.375000,0.707107
0.376953,0.398595
0.378906,0.069610
0.380859,-0.268697
0.382812,-0.604638
0.384766,-0.926425
0.386719,-1.222622
0.388672,-1.482588
0.390625,-1.696890
0.392578,-1.857671
0.394531,-1.958961
0.396484,-1.996914
0.398438,-1.969962
0.400391,-1.878883
0.402344,-1.726775
0.404297,-1.518938
0.406250,-1.262677
0.408203,-0.967016
