0	-10.7374
10.7666	-10.2645
21.5332	-10.3994
32.2998	-10.3937
43.0664	-10.3858
53.833	-10.3754
64.5996	-10.3626
75.3662	-10.3455
86.1328	-10.2858
96.8994	-10.489
107.666	-10.1607
118.433	-10.2716
129.199	-10.2366
139.966	-10.2067
150.732	-10.1752
161.499	-10.1416
172.266	-10.1062
183.032	-10.0766
193.799	-9.93888
204.565	-10.0753
215.332	-9.91973
226.099	-9.88739
236.865	-9.83711
247.632	-9.78323
258.398	-9.72662
269.165	-9.66786
279.932	-9.61127
290.698	-9.35244
301.465	-9.82905
312.231	-9.29011
322.998	-9.32777
333.765	-9.25404
344.531	-9.17485
355.298	-9.09216
366.064	-9.00589
376.831	-8.91389
387.598	-8.72
398.364	-9.05102
409.131	-8.45213
419.897	-8.53038
430.664	-8.4182
441.431	-8.3073
452.197	-8.19309
462.964	-8.07499
473.73	-7.95285
484.497	-7.82739
495.264	-7.67619
506.03	-7.56302
516.797	-7.41851
527.563	-7.27501
538.33	-7.12511
549.097	-6.96991
559.863	-6.80957
570.63	-6.64541
581.396	-6.49326
592.163	-5.98681
602.93	-6.56366
613.696	-5.81204
624.463	-5.71844
635.229	-5.51717
645.996	-5.30379
656.763	-5.08151
667.529	-4.85028
678.296	-4.60899
689.062	-4.05792
699.829	-4.84338
710.596	-3.52738
721.362	-3.5446
732.129	-3.2474
742.896	-2.93733
753.662	-2.61252
764.429	-2.27122
775.195	-1.90915
785.962	-1.45495
796.729	-1.39212
807.495	-0.479103
818.262	-0.28737
829.028	0.198099
839.795	0.700381
850.562	1.23422
861.328	1.8028
872.095	2.40199
882.861	2.93418
893.628	4.9236
904.395	3.43273
915.161	5.53589
925.928	6.19761
936.694	7.04022
947.461	7.74083
958.228	7.66658
968.994	1.41482
979.761	20.4638
990.527	53.4161
1001.29	58.9484
1012.06	49.5471
1022.83	13.5449
1033.59	4.45586
1044.36	7.5182
1055.13	7.24009
1065.89	6.42152
1076.66	5.49069
1087.43	4.15119
1098.19	5.39638
1108.96	1.97697
1119.73	2.19699
1130.49	1.44695
1141.26	0.775741
1152.03	0.148367
1162.79	-0.442223
1173.56	-0.997922
1184.33	-1.48034
1195.09	-2.28458
1205.86	-2.14063
1216.63	-3.01141
1227.39	-3.41135
1238.16	-3.82927
1248.93	-4.23382
1259.69	-4.62336
1270.46	-4.99623
1281.23	-5.32773
1291.99	-6.28185
1302.76	-5.21418
1313.53	-6.60977
1324.29	-6.70166
1335.06	-7.00127
1345.83	-7.30129
1356.59	-7.59466
1367.36	-7.88089
1378.12	-8.16134
1388.89	-8.69605
1399.66	-8.04416
1410.42	-9.27265
1421.19	-9.21012
1431.96	-9.46072
1442.72	-9.7044
1453.49	-9.94298
1464.26	-10.177
1475.02	-10.4073
1485.79	-10.6456
1496.56	-10.765
1507.32	-11.1072
1518.09	-11.2816
1528.86	-11.4962
1539.62	-11.7039
1550.39	-11.9082
1561.16	-12.109
1571.92	-12.3043
1582.69	-12.4659
1593.46	-13.0433
1604.22	-12.456
1614.99	-13.1519
1625.76	-13.2585
1636.52	-13.4369
1647.29	-13.6179
1658.06	-13.7974
1668.82	-13.9746
1679.59	-14.1437
1690.36	-14.6593
1701.12	-13.8675
1711.89	-14.9036
1722.66	-14.841
1733.42	-15.0048
1744.19	-15.1713
1754.96	-15.3371
1765.72	-15.5023
1776.49	-15.6692
1787.26	-15.9292
1798.02	-15.6369
1808.79	-16.3551
1819.56	-16.3053
1830.32	-16.4733
1841.09	-16.6331
1851.86	-16.7915
1862.62	-16.9489
1873.39	-17.1037
1884.16	-17.2285
1894.92	-17.6162
1905.69	-17.3481
1916.46	-17.7565
1927.22	-17.886
1937.99	-18.0398
1948.75	-18.1955
1959.52	-18.3512
1970.29	-18.5045
1981.05	-18.6338
1991.82	-19.333
2002.59	-18.214
2013.35	-19.3435
2024.12	-19.2922
2034.89	-19.4414
2045.65	-19.599
2056.42	-19.7584
2067.19	-19.9191
2077.95	-20.0834
2088.72	-20.5997
2099.49	-19.5171
2110.25	-21.0164
2121.02	-20.7317
2131.79	-20.9023
2142.55	-21.0704
2153.32	-21.2394
2164.09	-21.4101
2174.85	-21.5849
2185.62	-21.811
2196.39	-21.5718
2207.15	-22.2927
2217.92	-22.2678
2228.69	-22.4688
2239.45	-22.6532
2250.22	-22.8375
2260.99	-23.0223
2271.75	-23.2032
2282.52	-23.3251
2293.29	-24.2248
2304.05	-22.8546
2314.82	-24.1248
2325.59	-24.1625
2336.35	-24.3471
2347.12	-24.5401
2357.89	-24.7335
2368.65	-24.9233
2379.42	-25.0905
2390.19	-26.6719
2400.95	-23.1761
2411.72	-26.6395
2422.49	-25.8364
2433.25	-25.9804
2444.02	-26.1262
2454.79	-26.2605
2465.55	-26.3829
